word,frequency
graboski,3
lane,6
contatct,1
rperson,1
withprosc,1
bullard,1
detrick,2
em,2
dettrick,1
pompeani,2
jamie,10
thayer,3
balmozan,1
phillip,3
stout,1
moose,3
winfield,5
introduce,3
pearlridge,1
couples,1
sipping,1
apple,5
pucker,1
vomit,8
panda,1
remainder,1
associates,1
piled,1
wound,4
muffler,1
intended,2
partake,1
partying,5
relax,2
groggy,4
splashed,1
believing,3
asserted,1
effects,1
experienced,1
administering,1
tracking,2
rapeunfounded,2
powers,3
mauer,2
intrigue,1
kufner,1
sako,4
exchange,6
failing,2
vehical,4
doctorwht,1
fontella,1
worthy,1
vehicalphotos,1
fdrom,1
cornerinside,1
idu,3
dunley,1
omena,12
sectional,2
keiper,11
deter,2
keipter,1
tank,14
omenas,2
kosicki,5
flu,1
colburn,1
cooled,1
douglas,5
confferred,1
quinn,5
respectflly,1
sellemergency,1
roomsg,1
employer,20
langley,1
ewing,3
claiming,2
scappy,1
joes,1
scooby,24
identitfied,1
disappeared,1
fidelity,1
drummend,1
riverma,3
theresults,2
twodifferent,1
rapeassaultname,1
alleyforced,1
afiackvictimcaught,1
namejoe,1
regardin,1
rapeassaultnssupplement,1
sttes,1
returing,1
follwed,1
iced,1
approahced,1
gillys,1
bacardi,1
crown,1
honky,1
tonk,1
country,2
mini,1
sutter,1
levels,1
bel,1
packed,1
stil,1
collapsed,1
stds,1
seroka,11
leahy,1
hurs,1
marge,1
tshirttank,1
isthe,1
hound,1
mi,4
thefollowing,1
saywell,4
mutal,1
personell,1
veiwed,1
alpha,5
assualted,1
pretaining,1
moon,1
diagonised,2
depressing,1
sufer,1
delusions,1
eveidence,1
petros,1
varga,1
departtment,1
elkins,13
churchyard,1
mather,1
method,1
bindings,1
elkin,3
yalonda,1
tshe,1
rapekidnappingnfil,1
residein,1
cincinnatiand,1
caregiver,3
disability,3
fuedingwith,1
experience,1
sehelter,1
attemptedto,1
sheler,1
yalondra,1
pablo,2
dorian,9
dorians,3
becoming,3
domonique,2
consumption,2
ectasy,1
awareness,2
phoning,1
hpurs,1
netted,1
indications,3
attributed,1
prompt,1
departure,5
pretinent,1
interaction,2
fountain,3
ladonn,2
beretta,2
among,4
olives,1
collaborates,1
videos,2
maintains,2
intermitently,1
volume,1
lesser,2
throwup,1
ronalds,1
skinny,1
theese,1
meriah,22
mccane,5
josclyn,2
fifthe,1
chips,9
sams,1
anselkorman,3
meriaha,6
pulaski,4
tamir,3
relieved,4
discrpencies,1
absolutley,1
meriahs,3
joscyln,1
prompted,3
apprised,1
redblonde,1
combed,1
pointy,1
polo,3
stabb,1
locatedunwilling,1
exfiance,1
glick,3
guerra,12
padilla,5
belindas,2
tequilla,1
riveras,2
josi,1
teeshirt,2
mael,1
isaias,1
belived,1
biceps,2
iwth,1
tamiaclerk,1
tough,1
punk,2
josibelle,1
burgos,3
numberdomestic,1
evidenceshirtshortspantiesbrahospital,1
specimaleen,1
isabel,10
share,7
juvniles,1
storied,1
wifebeater,1
hen,6
arrives,1
savagely,2
isabela,1
disrobes,1
graphically,1
confession,1
dvunit,1
reiterate,1
recollects,1
statemen,1
joses,1
retaliation,5
circumstantially,1
katiria,1
establish,1
celinas,1
rosado,1
merits,1
verlinda,1
zenar,1
delk,1
pretel,1
shaeffer,1
unknow,1
valencia,1
titlekiddrapeexecp,1
feed,1
corridor,1
refriderator,1
questionable,1
unanswered,1
cofiom,1
validations,1
carlon,3
cunningham,8
harboring,1
angelique,1
hobs,1
dorella,1
hobsonvictim,1
identificationhe,1
crisan,3
iprobation,1
femalehe,1
importuning,1
risk,6
substantiate,1
condcuted,1
rockside,7
independence,2
towers,2
valid,1
indication,4
lonetta,1
kirk,4
sufficient,8
probable,6
impount,1
waved,7
meurer,1
unsuccessul,1
cleanupex,5
upsex,2
roommatefelicia,1
upm,1
davids,2
froelich,2
himbut,1
personalities,1
nobember,1
evonne,1
sanchez,1
kneed,3
shin,3
tpo,1
tgried,1
viciim,1
avoiding,2
vasavada,1
attained,1
agencies,1
vacilated,1
definite,3
ka,1
millender,1
tes,1
lefiing,1
sisterteresa,1
wshington,1
teresa,2
cigarefie,1
itagion,1
fail,2
inves,1
tigation,1
comforting,1
impossible,2
emer,2
usd,1
afiending,1
jenkinsn,3
carrie,11
bonfigilios,1
pj,1
capenter,1
sending,3
shultz,1
bonfigilio,1
walkded,1
mandated,1
changing,5
ranting,1
raving,1
needle,9
airport,3
airplanes,1
oval,1
duck,1
pond,1
maleater,2
waters,2
erie,2
becky,3
turner,8
maleike,4
cave,1
camalee,3
docking,1
lopez,3
reconditioning,1
commerce,1
parkway,2
complaintex,1
gs,1
iarrest,1
svc,1
differant,1
fusses,1
ro,2
confemergency,2
roomred,2
roomsonnel,1
cream,3
bork,1
barodiz,1
resembling,1
withplate,1
mcclillan,1
jenkins,6
rapearrestjuv,3
hte,2
withmiscellaneous,1
lineetc,1
acquainted,1
dancing,2
genitalia,1
hospitalmale,1
wiener,5
bufi,1
articulate,2
tauma,1
sits,2
trappenburg,2
discloseure,1
taska,1
mws,1
clevelandohio,2
handicapped,5
centers,1
honsa,1
jamielle,1
morgan,6
insisting,1
disease,6
criscross,1
leyva,1
kidnapprapejuv,2
complaintarrestcleanup,1
natchez,3
eberhardt,1
bocchicco,1
tolliver,1
bocchicchio,2
rapekidnappingresisting,1
arrestarrestpolice,1
intervention,6
pruitt,12
update,1
benita,9
ealom,5
god,7
promise,2
helpand,2
smothering,2
joined,6
kinas,2
gelske,5
gobel,3
announcements,1
loudhard,1
fay,8
radioto,1
yells,1
carlton,4
sweating,1
punchkick,1
kinasgelske,1
subduing,1
lord,1
saving,1
spitting,1
escort,5
academy,1
nakedbloody,1
thanking,1
caged,1
animal,2
calmly,1
concentrating,1
shattered,1
slaughter,1
neat,1
pile,4
trusted,1
mix,1
nut,3
theo,1
resecure,1
alrbady,1
withdate,1
xray,1
towork,1
plead,4
smother,2
squeeze,1
breathe,1
punish,1
tremendous,1
rfat,1
westley,7
douse,1
moves,1
menacingns,1
stalkingarrest,1
robberyns,1
assaultns,1
dvns,2
mystery,1
nondeadly,5
receieved,1
investigationbelow,1
pospone,1
inamed,2
illegal,1
alien,1
deported,1
felon,1
extrememly,1
headquarters,5
america,1
readrapekidnappingresisting,1
arrestarrestclean,1
respctfully,1
gerbec,5
topeka,2
ciccoliniuniversity,1
larsonofficer,1
cleanupsex,1
rapeagg,8
geronda,32
terror,1
legg,3
perimeter,3
mccaulley,1
multicolored,4
starts,2
gerri,1
gerondas,3
whitepink,1
sauterer,1
pcs,1
layover,1
nowell,5
scofi,1
dumped,2
evidencethey,1
maver,1
conv,1
danielles,3
rscott,1
grayhound,1
marshay,1
gibbons,1
bats,1
alzheimers,2
slawinski,1
cnferred,1
penetrationconfinement,1
penetrationconfine,1
personneleast,1
cpa,1
fluent,1
thatn,3
redness,4
investigationigative,2
mandalakas,1
sense,1
onehundred,1
sup,1
pow,1
ell,1
vwas,1
orderly,1
assisgned,1
minorfalsificationarrest,1
helscel,2
dinero,2
hourswe,1
mina,1
ofcasions,1
swear,3
mario,3
dispatchthe,1
offwe,1
addresswe,1
cpuwhere,1
lengthy,3
inquirywe,1
falsification,2
litos,1
dalieth,2
lsat,1
meassages,1
assignmetn,1
univesity,1
amesha,1
mccoyfdate,1
inquiring,3
birthdate,2
ameshas,1
baker,11
disgusting,1
boath,1
pickering,1
sidell,3
litten,1
grown,2
lupica,1
alick,1
impositionnamed,7
impositioncancel,2
mentionedclean,1
poilce,1
kuziej,1
penetrationnamed,2
justin,18
jarred,1
mainly,1
maryanne,1
boris,1
tamatha,1
dagg,1
eula,2
ekuibe,2
exams,1
budgetell,6
endangered,2
misty,31
angie,11
kirsty,1
vinson,5
kristy,1
minorarrestexceptional,1
granddaughter,5
kilkenny,1
hymen,5
armstrong,6
tiara,1
grayer,2
wilford,1
coats,2
bickles,1
impositionarrestjccleanup,1
ocassion,1
petrus,17
erma,1
anatomically,1
dolls,2
liason,2
detmedley,1
depts,1
ends,1
menstrual,3
investigations,8
withdriver,1
withother,1
driversuspect,2
harleydavidson,1
orchard,2
darkcolored,1
towncar,1
loop,2
harley,3
sweartshirt,1
notre,1
dame,1
melissas,1
andincluding,1
evidencefibers,1
spank,4
jesse,4
helena,5
stunk,1
panied,1
nate,2
fat,1
planned,1
whemergency,2
geham,1
sutton,2
atbetween,1
suspecther,1
therethe,1
offcausing,1
vehiclewhich,1
marianne,1
marche,2
upalso,1
suspectd,1
compact,1
reinterviewed,1
unitcopy,1
appdximately,1
operative,1
titile,1
sargent,1
lido,1
brand,5
ejacualated,1
sundaynovember,1
clearanceexeptional,1
voiocemail,1
dailed,1
kish,1
necola,1
distinguish,1
foul,1
skd,3
noteabove,1
sanduskyohio,1
spd,1
kingbmdate,1
kidnaprapepossession,1
toolsarrest,1
zonc,1
kidnapsexual,1
smithies,1
tryed,1
respoded,1
kidnappingrapepctmotorvehiclearrestclnup,1
kidnappingrapepctarrest,1
regency,1
chamberlain,3
aproached,1
attract,1
ided,2
fee,1
prostituting,1
maleoney,1
hav,1
hones,1
rapensjustice,4
hoban,2
tawana,2
saunders,3
latonya,2
dion,4
darcelle,3
grandson,2
weewee,7
treats,1
darcell,1
weenie,1
reoied,1
whre,1
videosouth,1
gel,1
unspecified,1
vernon,4
glynn,1
rega,1
rding,1
harges,1
kruse,2
evenutally,1
discovering,1
dreshaun,2
laughted,1
icysis,1
horace,4
mot,1
bvv,1
create,1
corcoran,1
wminorarrest,2
andersondepartment,1
prosecutorjodi,1
misinec,3
hummel,1
thacker,1
borwn,2
ehr,1
contined,1
embarrased,1
mithcell,1
concilet,1
titlekidnappingrapearrest,2
titlekidnappingrapearrestcleanup,2
cunduct,1
arrestincident,1
lopresti,2
fallen,5
perpendicular,1
arrestnonphysical,1
prson,1
curt,2
falacienski,1
tuck,1
takin,1
inerviewee,1
brentwood,1
gabrin,1
creter,1
enterd,2
mayier,1
beckert,2
robberykidnappingjuv,1
plafi,1
dujuan,1
jessica,9
dean,21
sifiing,1
thrusting,3
fashion,3
sensed,1
platt,2
daybreak,1
placement,1
youngstown,1
advisedform,1
arrgravted,1
clearanceclean,2
ccdcfs,2
throughcfs,1
despite,4
caseworkerswe,1
metzenbaum,1
undelivered,1
corbin,1
updates,2
franks,1
rolls,1
asks,4
chokes,1
tries,1
mower,1
gje,2
binion,1
robberyrapekidnappinglicense,1
robbert,1
niak,1
stored,1
gorlzyla,1
robberykidnappingrapelicense,1
ingleside,1
malibu,2
gby,1
mafihew,1
myers,6
theos,1
undistrubed,1
donnellan,1
csulot,1
lungaro,3
overviews,3
noting,3
maliburear,1
susie,1
wilkerson,1
arealocated,1
processingitems,1
markers,2
detwhite,1
malectinsley,1
robberylicense,1
mentionedexecution,1
warrantarrest,1
vanessel,1
donnelly,1
sarato,1
ge,2
benkalowitz,1
bradley,4
tinsley,1
assalt,1
cinferred,1
metr,1
mun,1
ez,1
abtaining,1
ers,1
automotive,1
lorian,1
gallery,1
caraustar,2
liz,2
fr,1
fron,1
markita,1
bruner,1
representi,1
comparrison,1
unty,1
burglarydisrupting,1
servicekidnappingrape,1
robberymalev,1
tylenol,1
headache,3
doorbell,3
zena,1
warrior,1
princess,1
halfasleep,1
assuming,5
duffel,1
cords,1
telephones,2
games,8
cabinets,4
disable,5
boombox,1
stomachfacedown,1
stuffed,1
flower,1
relatively,1
blurry,1
cornacchione,1
bellanca,3
lukesouth,1
districtmalete,1
citywide,1
wsex,1
strother,3
burgdisrupt,1
servicekidnaprapefel,1
robbmotorvehiclerecovery,1
strandhill,3
overnite,1
bodies,1
rev,1
stringer,1
louryaggravated,1
loury,4
identificaton,1
datatbase,1
modelstyle,1
expires,4
brewster,1
stalk,1
followig,1
mcgowan,3
codel,1
stepic,2
subway,1
roads,1
descri,1
valle,1
kettere,1
frigtened,1
tally,1
challenged,2
meantime,1
jammed,1
duncan,9
transitional,1
mentall,1
alerted,1
fin,1
mcneile,1
showering,1
cheating,1
prohibit,1
betwee,1
commonlaw,2
cock,1
krenitsky,3
jotte,1
twelve,6
assaul,1
robber,1
availabl,1
concerns,1
disparity,1
nental,1
cardhandicapped,1
halls,1
givenrape,1
metrol,1
tile,3
sistak,1
nam,3
vicodan,1
disarray,2
undone,3
seam,1
pantie,1
cslotta,1
waybright,2
bonncio,1
comparisons,3
cleanupcieanup,1
pauly,1
colonade,1
edda,2
jernigan,2
sheyanne,2
buddah,1
pasadena,2
alice,2
heinle,1
newett,3
bonnie,2
budin,1
albright,2
arre,1
cony,1
moth,1
colenade,1
nt,1
iving,1
orm,1
mailded,1
wiley,1
enile,1
dispositional,1
replacement,1
planning,1
burney,1
prosecuto,1
intitial,2
akarra,3
persisting,1
reinserted,1
internal,2
froze,1
wdawn,1
flokio,1
ungham,1
rapearresaint,1
victimakara,1
streetclair,2
detbyrd,1
printsnone,1
tracenone,1
andre,107
fairchild,1
claude,2
burglaryarrest,1
hewitt,9
poole,2
borwning,1
insied,1
boyfrienddiontewho,1
stocking,2
eveining,1
overdionte,1
dionte,9
diantes,1
diontes,3
booker,6
officervega,2
boyfrined,1
protected,1
withno,1
hi,3
moticed,1
conplied,1
boones,1
yime,1
succeeded,3
clues,1
unstood,1
burglaryarrestcleanup,1
responsible,2
craska,2
ponder,6
medovic,2
eaton,6
recordsiu,1
cuy,5
criminally,1
singletondr,1
pamela,11
ruth,2
nfo,1
victimjuanita,1
advd,1
malenorman,1
violencegross,2
imalepositionendangering,1
childarrest,1
notifications,2
jeter,7
shaleta,3
athena,1
unamed,1
whe,1
dad,17
octasia,3
undertstood,1
refers,1
donell,1
ferrel,1
arizona,1
stimulated,1
disciplined,1
impositionendangering,1
tunnel,3
caruso,2
bart,2
simpson,1
maggie,1
doyiore,1
herman,1
casa,1
juven,1
ile,1
beveridge,5
rentas,1
cells,3
juliano,1
altiere,1
aggressively,1
subdue,2
sweaterstuck,1
restrictng,1
ability,1
cupsin,1
penetated,1
abdominal,1
consisted,6
raiders,1
ballcap,1
nfl,1
sticker,1
whit,3
ankle,3
filute,2
offiers,1
abdomen,2
app,1
ointment,1
jtorres,1
ltjlavelle,1
springs,1
goton,1
hewent,1
taked,1
policeshe,1
piros,2
bovenzi,1
vyunda,2
scofivictim,1
vada,1
cousinreporting,1
lichvarcik,2
greene,1
polie,1
matthew,5
wilkes,1
versa,1
kohuy,1
raymnd,1
born,2
atempts,1
coller,1
rojas,3
lance,4
sweet,8
marriott,4
ddrinking,1
distrrict,1
klong,1
hiast,1
bumguard,1
alaska,1
kuyper,1
jennifers,1
escovar,1
houseaddress,2
uneasy,1
jana,1
assocation,1
ads,2
socialized,1
turtleneck,1
lite,2
lites,1
turtle,1
bero,3
benedict,2
wank,1
muskora,1
cassara,1
bld,2
hzl,1
efrain,2
guilfo,3
ownership,2
determin,1
idictment,1
westpark,1
testicles,1
funds,1
thisinve,1
stigation,1
afromustachewithgoatee,1
jolanda,1
becam,1
intoxcated,1
babysister,1
staggering,2
ness,1
asisted,1
landlined,1
hoursno,1
responsereport,1
reqeust,1
victimtanya,1
correll,4
rayshe,1
alos,1
welking,1
mlaes,1
noisy,1
wnd,1
mothertracey,1
tracey,3
bennefi,1
rupel,1
tanyaon,1
tanya,4
daid,1
hogansocial,1
consideration,4
davisray,1
korber,1
sold,2
victdim,1
marlon,4
turney,1
capretta,2
southgate,2
determination,1
macedonia,1
jb,2
gunman,10
teller,4
shrimp,2
advance,1
topps,2
walmart,1
affects,1
selected,1
thurs,5
rav,1
kidnapraperobbarr,1
sally,5
skrovan,1
serowik,3
lakisha,1
moton,1
masterbated,1
borokar,1
wakened,2
aganist,1
asssistant,3
prosecutorstephanie,2
gelstrom,1
tafuri,1
kfoster,1
withthis,1
copulation,1
crespo,1
gambrell,1
violencearrestcleanup,2
lakewod,1
megan,1
rich,4
dialing,2
bunts,3
wqy,1
spiked,1
rum,3
daves,5
freddie,3
vomited,2
di,3
westlake,2
huse,1
suspectlicence,1
suspectsnamed,2
childcancel,1
malec,1
registared,1
jarvis,1
london,1
brianna,2
retired,1
kathleen,5
anayea,1
parkwood,1
phyliss,1
bing,1
masons,4
maleason,1
youd,2
walke,1
spaner,1
nel,1
titlerapearrestto,1
titlerapearrestclean,1
nieces,1
thermal,1
crims,1
grady,1
venton,5
thomalepson,1
amaled,1
koprowski,1
cermak,1
respetfully,1
thompsonon,1
thompsonventon,1
withdrawal,1
dispute,1
malead,2
felix,1
notifiedsergeant,1
timothy,11
luxzora,1
complant,1
scandles,1
doggie,1
casino,1
manage,1
tranported,1
remer,1
twofamily,1
cancelnamesuspect,1
cancelname,1
scope,4
fuckyou,1
irrate,1
malean,1
derrell,1
calderon,3
ridgeway,4
jeffreys,1
matos,2
astra,3
granger,1
carme,1
caldeon,1
furnish,1
interviewin,1
recalled,6
clarity,1
intervened,1
calderin,1
patroling,2
andshe,1
denying,1
coercion,1
informant,1
idthe,1
shared,2
orifice,1
muhall,1
presucute,1
connot,1
prosecuti,1
trilogys,1
mondsy,1
hertell,1
bathrom,1
afte,1
gaskins,4
erythenia,1
mcgraw,3
cassie,1
crofts,1
marking,1
tagging,1
asevidence,1
touras,1
mandy,2
parmedics,1
lovery,2
connections,1
loverys,1
cfit,1
teacher,8
peg,1
disabled,3
grew,1
hosptal,1
penetrationjuvenile,1
hd,1
babysmed,1
penetrationarrestjuvenile,1
smiths,1
unitlt,1
soto,3
damron,4
zingalis,1
umbles,3
aldridge,1
umalebles,2
maleadison,2
sotos,2
burgert,1
ounce,3
junito,5
buttoned,2
josh,1
bobby,2
aldrich,2
sewer,1
gee,1
roxanna,1
vanderlin,1
kapantis,1
oa,1
assassins,1
andy,2
sotodavid,1
babysits,4
karnatz,3
speedway,1
badroom,1
karantz,1
calabreeze,1
kleppel,1
juridiction,1
deaconness,1
justina,1
distirct,1
siusex,1
fspnamed,1
hogan,2
inconsistencies,3
portrayal,1
lewisbevel,3
ellain,1
reaso,1
persuing,1
koehl,1
burglaryrapearrestjuv,1
jerstrom,1
shanekle,1
storage,5
unlocking,1
ped,2
lockershe,1
blackhat,1
herunzipped,1
commence,1
casual,1
buzzed,1
nfilnfilnfilnfil,1
maleo,3
demore,1
ylled,1
tramp,1
thoughout,1
torso,2
withnamed,1
prevented,1
ditat,1
huston,1
hudnut,1
blacks,1
investigatives,1
dice,2
fairley,1
repors,1
hariff,1
mokri,1
converstation,1
abnormal,1
shaped,1
circumcised,2
numereous,1
sucess,1
respectfuly,2
susps,3
withb,1
gin,4
fe,5
uptown,1
vehicleicles,1
mandel,11
lamonte,1
ext,7
notifying,2
bothering,1
bathroomale,1
reilly,1
tigs,1
stacked,2
splenders,1
investigatethe,1
susoect,1
nyrs,1
hoop,1
earring,4
analyisis,2
yolanda,4
vazquez,1
josieanette,2
delgado,1
nauseous,1
invaded,1
walkway,3
strongly,5
surroundings,1
brant,3
chaeteay,1
bivins,2
vct,2
tiems,1
instance,1
leader,1
practice,1
namunnnm,1
wupdp,1
pripotplv,1
ppmnurn,1
uvd,1
orrimurmn,1
awn,1
proficency,1
myesha,1
townsend,7
discouraged,1
vail,1
dazing,1
regaining,1
thoughts,4
withdraw,2
flannoy,1
aruond,1
pep,3
rally,1
unruley,1
stknwol,2
pfvtpw,1
ontitnn,1
rv,1
paa,1
bivinschaeteaya,3
glencoe,6
complaintlaint,1
derocco,1
aahmeho,2
reaches,1
tripped,2
darrell,5
suzzette,1
evaluated,3
wilde,1
kmhzeda,1
carrlynette,1
jessupdion,1
williamsdion,1
aln,2
forceweapon,1
constituntional,1
cleanlpcleanupcleanupcleanupcleanupcleanup,1
mnwntob,1
impositionname,2
regina,34
bolden,12
ashleys,4
scratchingmyself,1
nicki,1
leanza,2
wards,3
reportee,4
oversleep,1
unavaialbe,1
merrified,1
tankhho,1
woyma,3
braxtontiffany,2
repsond,1
rudy,1
hzaanjo,1
aspects,1
snewmwh,1
rapegross,5
impositiondvendangering,1
childrenns,1
threated,1
alledgedly,1
meineke,1
hryn,1
execute,2
income,1
withmaryanne,1
withsex,1
bmitted,1
hoskay,12
dupree,27
pantys,1
fragrances,1
mannerisms,1
marrowwhite,2
friel,4
rpt,1
zhailt,1
duplex,6
zhaile,1
hgt,6
wgt,7
brae,1
siucch,1
witnessinterview,1
utrnaiss,1
kurcz,3
swest,28
complaints,2
middleburg,2
stevenson,1
oneway,2
zhailie,7
onetwo,1
kurczs,1
errands,2
tanna,1
zhailies,2
bowel,2
expressed,1
desire,3
provides,3
invoked,1
abcd,1
root,1
nn,1
assaultstabbingconfinementlicense,2
mentionednamed,2
hutcherson,1
accussed,1
continuosly,1
withrope,1
cement,1
pillar,1
ropes,1
toled,1
cordless,1
panic,1
adt,1
rinding,1
hecked,1
ictim,1
baringer,3
woundslacerations,1
hildane,1
kidnappingrapefel,1
stabbing,2
hutchersonvalerie,2
castalia,3
handsdrive,2
wilsonphillip,1
blake,4
panther,1
rtarmgrn,1
tshirtlt,1
grn,1
shortsgoateemustache,1
withapproximately,1
awt,1
malepossibly,1
hystericala,1
unresponsive,1
overdose,1
moltrin,1
crikmes,1
assaultstabbingconfinement,1
mentionedcrisis,1
kidrapefel,1
assistantstabarrest,1
kidnappingfelonious,3
assaultrapearrest,1
dunn,5
shepard,2
shwzkbe,1
assaf,1
removal,1
victimleaseholder,1
pollard,9
